Title,URL,Volume Issue,Vol Issue Year
Customized query auto-completion and suggestion — A review,https://www.sciencedirect.com/science/article/pii/S0306437919303072,Volume 87,Jan-20
Pivot-based approximate k-NN similarity joins for big high-dimensional data,https://www.sciencedirect.com/science/article/pii/S0306437918302473,Volume 87,Jan-20
"A top-
k
spatial join querying processing algorithm based on spark",https://www.sciencedirect.com/science/article/pii/S030643791730426X,Volume 87,Jan-20
A significance-based trust-aware recommendation approach,https://www.sciencedirect.com/science/article/pii/S0306437918305982,Volume 87,Jan-20
Dual-PISA: An index for aggregation operations on time series data,https://www.sciencedirect.com/science/article/pii/S0306437918305489,Volume 87,Jan-20
A survey of modeling language specification techniques,https://www.sciencedirect.com/science/article/pii/S0306437919303035,Volume 87,Jan-20
Introduction to Special Issue of the 10th International Conference on Similarity Search and Applications (SISAP 2017),https://www.sciencedirect.com/science/article/pii/S0306437919304879,Volume 87,Jan-20
ANN-Benchmarks: A benchmarking tool for approximate nearest neighbor algorithms,https://www.sciencedirect.com/science/article/pii/S0306437918303685,Volume 87,Jan-20
Self-indexed motion planning,https://www.sciencedirect.com/science/article/pii/S0306437918303612,Volume 87,Jan-20
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437919304090,Volume 86,Dec-19
Bridging the gap between linked open data-based recommender systems and distributed representations,https://www.sciencedirect.com/science/article/pii/S0306437918302436,Volume 86,Dec-19
Editorial,https://www.sciencedirect.com/science/article/pii/S0306437919303862,Volume 86,Dec-19
Querying on large and complex databases by content: Challenges on variety and veracity regarding real applications,https://www.sciencedirect.com/science/article/pii/S0306437918301595,Volume 86,Dec-19
Approximation algorithms for querying incomplete databases,https://www.sciencedirect.com/science/article/pii/S030643791830098X,Volume 86,Dec-19
On the Codd semantics of SQL nulls,https://www.sciencedirect.com/science/article/pii/S0306437918301625,Volume 86,Dec-19
Editorial,https://www.sciencedirect.com/science/article/pii/S0306437919303953,Volume 86,Dec-19
A design-time data-centric maturity model for assessing resilience in multi-party business processes,https://www.sciencedirect.com/science/article/pii/S0306437917306063,Volume 86,Dec-19
Interest-based recommendations for business intelligence users,https://www.sciencedirect.com/science/article/pii/S0306437917307032,Volume 86,Dec-19
Speech-acts based analysis for requirements discovery from online discussions,https://www.sciencedirect.com/science/article/pii/S0306437917306087,Volume 86,Dec-19
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437919303928,Volume 85,Nov-19
Object to NoSQL Database Mappers (ONDM): A systematic survey and comparison of frameworks,https://www.sciencedirect.com/science/article/pii/S0306437918304290,Volume 85,Nov-19
What knowledge management approach do entrepreneurial universities need?,https://www.sciencedirect.com/science/article/pii/S0306437919300572,Volume 85,Nov-19
Skyblocking for entity resolution,https://www.sciencedirect.com/science/article/pii/S0306437918304770,Volume 85,Nov-19
DOLAP data warehouse research over two decades: Trends and challenges,https://www.sciencedirect.com/science/article/pii/S030643791930345X,Volume 85,Nov-19
Schema-independent querying for heterogeneous collections in NoSQL document stores,https://www.sciencedirect.com/science/article/pii/S0306437918302990,Volume 85,Nov-19
Beyond roll-up’s and drill-down’s: An intentional analytics model to reinvent OLAP,https://www.sciencedirect.com/science/article/pii/S0306437918303016,Volume 85,Nov-19
Binary classification in unstructured space with hypergraph case-based reasoning,https://www.sciencedirect.com/science/article/pii/S030643791830303X,Volume 85,Nov-19
Approximate OLAP of document-oriented databases: A variety-aware approach,https://www.sciencedirect.com/science/article/pii/S0306437918303235,Volume 85,Nov-19
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437919303163,Volume 84,Sep-19
A novel clustering algorithm based on the natural reverse nearest neighbor structure,https://www.sciencedirect.com/science/article/pii/S0306437918306306,Volume 84,Sep-19
Profiling of knowledge organisation systems for the annotation of Linked Data cultural resources,https://www.sciencedirect.com/science/article/pii/S0306437918302874,Volume 84,Sep-19
Metainformation scenarios in Digital Humanities: Characterization and conceptual modelling strategies,https://www.sciencedirect.com/science/article/pii/S030643791830663X,Volume 84,Sep-19
Reverse collective spatial keyword query processing on road networks with G-tree index structure,https://www.sciencedirect.com/science/article/pii/S0306437918304782,Volume 84,Sep-19
Semi-automatic inductive construction of reference process models that represent best practices in public administrations: A method,https://www.sciencedirect.com/science/article/pii/S0306437918300838,Volume 84,Sep-19
Relational database schema design for uncertain data,https://www.sciencedirect.com/science/article/pii/S0306437916305385,Volume 84,Sep-19
A modular approach to the specification and management of time duration constraints in BPMN,https://www.sciencedirect.com/science/article/pii/S0306437918303338,Volume 84,Sep-19
Efficient trip scheduling algorithms for groups,https://www.sciencedirect.com/science/article/pii/S0306437918303429,Volume 84,Sep-19
Concept and Computation of Ranking-based Dominance,https://www.sciencedirect.com/science/article/pii/S0306437918306549,Volume 84,Sep-19
Reviews with revenue in reputation: Credibility management method for consumer-opinion platforms,https://www.sciencedirect.com/science/article/pii/S0306437919301474,Volume 84,Sep-19
Efficiently using contextual influence to recommend new items to ephemeral groups,https://www.sciencedirect.com/science/article/pii/S0306437918304484,Volume 84,Sep-19
Stage-based discovery of business process models from event logs,https://www.sciencedirect.com/science/article/pii/S0306437918300504,Volume 84,Sep-19
Special issue: Selected papers of BPM 2017,https://www.sciencedirect.com/science/article/pii/S0306437919303199,Volume 84,Sep-19
Context-aware temporal network representation of event logs: Model and methods for process performance analysis,https://www.sciencedirect.com/science/article/pii/S0306437918300267,Volume 84,Sep-19
From knowledge-driven to data-driven inter-case feature encoding in predictive process monitoring,https://www.sciencedirect.com/science/article/pii/S0306437918300292,Volume 84,Sep-19
Looking into the TESSERACT: Time-drifts in event streams using series of evolving rolling averages of completion times,https://www.sciencedirect.com/science/article/pii/S030643791830019X,Volume 84,Sep-19
Business process improvement with the AB-BPM methodology,https://www.sciencedirect.com/science/article/pii/S0306437918300176,Volume 84,Sep-19
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437919302224,Volume 83,Jul-19
Combining different metadata views for better recommendation accuracy,https://www.sciencedirect.com/science/article/pii/S0306437918300413,Volume 83,Jul-19
Boosting decision stumps for dynamic feature selection on data streams,https://www.sciencedirect.com/science/article/pii/S0306437918303399,Volume 83,Jul-19
Using Hidden Markov Models for the accurate linguistic analysis of process model activity labels,https://www.sciencedirect.com/science/article/pii/S030643791630655X,Volume 83,Jul-19
INDIANA: An interactive system for assisting database exploration,https://www.sciencedirect.com/science/article/pii/S0306437917306427,Volume 83,Jul-19
TAPON-MT: A versatile framework for semantic labelling,https://www.sciencedirect.com/science/article/pii/S0306437918303430,Volume 83,Jul-19
From BPMN process models to DMN decision models,https://www.sciencedirect.com/science/article/pii/S0306437918300231,Volume 83,Jul-19
"Reverse engineering database queries from examples: State-of-the-art, challenges, and research opportunities",https://www.sciencedirect.com/science/article/pii/S0306437918300978,Volume 83,Jul-19
GreyCat: Efficient what-if analytics for data in motion at scale,https://www.sciencedirect.com/science/article/pii/S0306437917303988,Volume 83,Jul-19
Fairness in dataflow scheduling in the cloud,https://www.sciencedirect.com/science/article/pii/S0306437918306574,Volume 83,Jul-19
Moving kNN query processing in metric space based on influential sets,https://www.sciencedirect.com/science/article/pii/S0306437918304204,Volume 83,Jul-19
Scaling entity resolution: A loosely schema-aware approach,https://www.sciencedirect.com/science/article/pii/S0306437918304083,Volume 83,Jul-19
Handling probabilistic integrity constraints in pay-as-you-go reconciliation of data models,https://www.sciencedirect.com/science/article/pii/S030643791830320X,Volume 83,Jul-19
On the reproducibility of experiments of indexing repetitive document collections,https://www.sciencedirect.com/science/article/pii/S0306437918301054,Volume 83,Jul-19
KTMiner: Distributed k-truss detection in big graphs,https://www.sciencedirect.com/science/article/pii/S0306437918303739,Volume 83,Jul-19
Corrigendum to “The percentage cube” [Inf. Syst. 79 (2019) 20–31],https://www.sciencedirect.com/science/article/pii/S0306437919301747,Volume 83,Jul-19
Understanding and improvement of the selection of replica servers in key–value stores,https://www.sciencedirect.com/science/article/pii/S0306437918304320,Volume 83,Jul-19
Retraction notice to: “An event detection method for social networks based on link prediction” [Inf. Syst. 71 (2017) 16–26],https://www.sciencedirect.com/science/article/pii/S0306437919300912,Volume 83,Jul-19
Editorial Board,https://www.sciencedirect.com/science/article/pii/S0306437919301176,Volume 82,May-19
Wiser: A semantic approach for expert finding in academia based on entity linking,https://www.sciencedirect.com/science/article/pii/S0306437918302515,Volume 82,May-19
MIND: An approach to optimize communication time via middleware tuning,https://www.sciencedirect.com/science/article/pii/S0306437918300887,Volume 82,May-19
Predictive performance modeling for distributed batch processing using black box monitoring and machine learning,https://www.sciencedirect.com/science/article/pii/S0306437918301765,Volume 82,May-19
